C201,15,11,2,2,Optimal,211.75 ,211.75 ,0.00 ,0.03 ,1,0
C202,15,11,2,2,Optimal,203.07 ,203.07 ,0.00 ,18.28 ,13887,0
C203,15,11,2,2,Optimal,203.06 ,203.07 ,0.00 ,57.63 ,42016,0
C204,15,11,2,2,Optimal,188.67 ,188.68 ,0.00 ,41.01 ,25971,0
C205,15,11,2,2,Optimal,208.79 ,208.79 ,0.00 ,0.44 ,588,0
C206,15,11,2,2,Optimal,208.79 ,208.79 ,0.00 ,1.18 ,1411,8
C207,15,11,2,2,Optimal,204.85 ,204.85 ,0.00 ,3.66 ,3145,0
C208,15,11,2,2,Optimal,203.07 ,203.07 ,0.00 ,3.92 ,4110,0
R201,15,11,2,2,Optimal,341.03 ,341.03 ,0.00 ,0.63 ,923,216
R202,15,11,2,2,Optimal,297.52 ,297.52 ,0.00 ,1.68 ,1073,16
R203,15,11,2,2,Optimal,297.52 ,297.52 ,0.00 ,5.78 ,2027,23
R204,15,11,2,2,Optimal,266.59 ,266.59 ,0.00 ,12.19 ,4632,13
R205,15,11,2,2,Optimal,278.08 ,278.08 ,0.00 ,0.28 ,65,31
R206,15,11,2,2,Optimal,248.91 ,248.91 ,0.00 ,0.19 ,1,0
R207,15,11,2,2,Optimal,248.91 ,248.91 ,0.00 ,0.38 ,138,3
R208,15,11,2,2,Optimal,238.23 ,238.23 ,0.00 ,0.30 ,23,0
R209,15,11,2,2,Optimal,263.48 ,263.48 ,0.00 ,0.12 ,1,0
R210,15,11,2,2,Optimal,292.15 ,292.15 ,0.00 ,1.14 ,418,2
R211,15,11,2,2,Optimal,256.65 ,256.66 ,0.00 ,26.48 ,17287,131
RC201,15,11,2,2,Optimal,288.84 ,288.84 ,0.00 ,10.39 ,12815,49
RC202,15,11,2,2,Optimal,235.36 ,235.37 ,0.00 ,1689.75 ,719296,15
RC203,15,11,2,2,Optimal,198.63 ,198.64 ,0.00 ,283.38 ,186806,0
RC204,15,11,2,2,Optimal,192.17 ,192.18 ,0.00 ,2876.44 ,1346618,0
RC205,15,11,2,2,Optimal,200.76 ,200.76 ,0.00 ,1.60 ,1204,0
RC206,15,11,2,2,Optimal,204.22 ,204.22 ,0.00 ,0.36 ,158,0
RC207,15,11,2,2,Optimal,189.06 ,189.06 ,0.00 ,75.82 ,34127,2
RC208,15,11,2,2,Optimal,158.52 ,158.53 ,0.00 ,11.19 ,10598,23
